0,1,2
oEffect,xIntent,PersonX pours ___ over PersonY's head--retaliates
oEffect,xIntent,PersonX pours ___ over PersonY's head--they get into a fight
oEffect,xIntent,PersonX shows ___ to PersonY's friends--gets ignored
oEffect,xIntent,PersonX shows ___ to PersonY's friends--gets into trouble
oEffect,xIntent,PersonX goes ___ with PersonY's friends--have fun
oEffect,xIntent,PersonX goes ___ with PersonY's friends--get exercise
oEffect,xIntent,PersonX scores ___ for PersonX's team--win the championship
oEffect,xIntent,PersonX scores ___ for PersonX's team--defeat opponent
oEffect,xIntent,PersonX shows PersonY's friends ___--borrow items
oEffect,xIntent,PersonX goes ___ with PersonX's friends--socializes
oEffect,xIntent,PersonX gives ___ to PersonX's friend--becomes thrilled
oEffect,xIntent,PersonX gives ___ to PersonX's friend--gives him a hug
oEffect,xIntent,PersonX gives ___ to PersonX's friend--feels indebted
oEffect,xIntent,PersonX gives ___ to PersonX's friend--gets engaged in conversation
oEffect,xIntent,PersonX pours ___ over PersonX's head--Laughs
oEffect,xIntent,PersonX plays together--has fun
oEffect,xIntent,PersonX plays together--gets tired
oEffect,xIntent,PersonX feels bad--none
oEffect,xIntent,PersonX feels bad--none
oEffect,xIntent,PersonX feels bad--none
oEffect,xIntent,PersonX saves money--none
oEffect,xIntent,PersonX saves money--none
oEffect,xIntent,PersonX is in high school--receive condanment for not helping person enough
oEffect,xIntent,PersonX gives birth--celebrate
oEffect,xIntent,PersonX raises money--riches
oEffect,xIntent,PersonX raises money--longevity
oEffect,xIntent,PersonX needs surgery--none
oEffect,xIntent,PersonX answers the door--makes eye contact
oEffect,xIntent,PersonX answers the door--shakes hand
oEffect,xIntent,PersonX answers the door--goes inside
oEffect,xIntent,PersonX holds hands--another person holds a hand
oEffect,xIntent,PersonX holds hands--their hand is warm
oEffect,xIntent,PersonX feels satisfied--none
oEffect,xIntent,PersonX feels satisfied--none
oEffect,xIntent,PersonX feels satisfied--none
oEffect,xIntent,PersonX hits a tree--none
oEffect,xIntent,PersonX hits a tree--none
oEffect,xIntent,PersonX screams in pain--none
oEffect,xIntent,PersonX screams in pain--none
oEffect,xIntent,PersonX has a new baby--relies on new parent
oEffect,xIntent,PersonX feels so bad--none
oEffect,xIntent,PersonX feels so bad--none
oEffect,xIntent,PersonX feels so bad--none
oEffect,xIntent,PersonX gets divorced--moves away
oEffect,xIntent,PersonX gets divorced--splits assets
oEffect,xIntent,PersonX feels pain--none
oEffect,xIntent,PersonX feels pain--none
oEffect,xIntent,PersonX always wore--none
oEffect,xIntent,PersonX always wore--none
oEffect,xIntent,PersonX stops the fight--don't go to jail
oEffect,xIntent,PersonX stops the fight--don't get hurt
oEffect,xIntent,PersonX spills all over the floor--none
oEffect,xIntent,PersonX spills all over the floor--none
oEffect,xIntent,PersonX calls my parents--Parents answer the phone
oEffect,xIntent,PersonX calls my parents--wonders want they want
oEffect,xIntent,PersonX stays silent--get out of trouble
oEffect,xIntent,PersonX uses my phone--I get a picture taken.
oEffect,xIntent,PersonX buys an apple--gets money
oEffect,xIntent,PersonX buys an apple--has fewer apples
oEffect,xIntent,PersonX tells bill--listen
oEffect,xIntent,PersonX tells bill--understand
oEffect,xIntent,PersonX calls my boss--gets nervous
oEffect,xIntent,PersonX calls my boss--becomes calm
oEffect,xIntent,PersonX calls my boss--Lays there
oEffect,xIntent,PersonX recently purchased--receives money
oEffect,xIntent,PersonX has a science test--grades papers
oEffect,xIntent,PersonX has trouble breathing--none
oEffect,xIntent,PersonX has trouble breathing--none
oEffect,xIntent,PersonX has trouble breathing--none
oEffect,xIntent,PersonX is a soccer player--wins the game
oEffect,xIntent,PersonX makes more friends--has another friend too
oEffect,xIntent,PersonX makes more friends--gets used to a new person in the group
oEffect,xIntent,PersonX feels a lot--none
oEffect,xIntent,PersonX feels bad but--none
oEffect,xIntent,PersonX feels bad but--listens to the advice
oEffect,xIntent,PersonX feels bad but--takes it to heart
oEffect,xIntent,PersonX is bullied in school--are dominant
oEffect,xIntent,PersonX is bullied in school--are abusive
oEffect,xIntent,PersonX finds friends--shares knowledge
oEffect,xIntent,PersonX finds friends--parties hard
oEffect,xIntent,PersonX starts a club--joins the club
oEffect,xIntent,PersonX starts a club--follows rules
oEffect,xIntent,PersonX starts a club--joins the club
oEffect,xIntent,PersonX starts a club--attends meetings
oEffect,xIntent,PersonX is completely ruined--none
oEffect,xIntent,PersonX is completely ruined--none
oEffect,xIntent,PersonX is completely ruined--none
oEffect,xIntent,PersonX leaves the food--none
oEffect,xIntent,PersonX leaves the food--none
oEffect,xIntent,PersonX decides to keep the cat--Cat has a owner now
oEffect,xIntent,PersonX accepts happily--says you're welcome
oEffect,xIntent,PersonX is running low--none
oEffect,xIntent,PersonX is running low--none
oEffect,xIntent,PersonX changes the world--none
oEffect,xIntent,PersonX changes the world--none
oEffect,xIntent,PersonX changes the world--none
oEffect,xIntent,PersonX fees ducks--They eat
oEffect,xIntent,PersonX gets a rash--none
oEffect,xIntent,PersonX gets a rash--none
oEffect,xIntent,PersonX starts shopping--recieves payment
oEffect,xIntent,PersonX starts shopping--thanks customer
oEffect,xIntent,PersonX flies planes--are flown through the air
oEffect,xIntent,PersonX flies planes--reach other destinations
oEffect,xIntent,PersonX sees a dentist--sees teeth
oEffect,xIntent,PersonX sees a dentist--talks to patient
oEffect,xIntent,PersonX badly wanted--is rejected
oEffect,xIntent,PersonX badly wanted--is sent texts
oEffect,xIntent,PersonX feels nostalgic--none
oEffect,xIntent,PersonX feels nostalgic--none
oEffect,xIntent,PersonX feels nostalgic--none
oEffect,xIntent,PersonX becomes distracted--none
oEffect,xIntent,PersonX becomes distracted--none
oEffect,xIntent,PersonX brings the kids--Drives them crazy
oEffect,xIntent,PersonX brings the kids--has fun
oEffect,xIntent,PersonX slips and falls--none
oEffect,xIntent,PersonX slips and falls--none
oEffect,xIntent,PersonX slips and falls--none
oEffect,xIntent,PersonX asks to go home--thinks about decision
oEffect,xIntent,PersonX pays the money--gets more money
oEffect,xIntent,PersonX pays the money--smiles with satisfaction
oEffect,xIntent,PersonX loses the ball--none
oEffect,xIntent,PersonX loses the ball--none
oEffect,xIntent,PersonX misses the target--none
oEffect,xIntent,PersonX misses the target--none
oEffect,xIntent,PersonX shakes my head--I shake their head back.
oEffect,xIntent,PersonX shakes my head--yells back
oEffect,xIntent,PersonX shakes my head--demand an answer
oEffect,xIntent,PersonX gets several compliments--wants to do it themself
oEffect,xIntent,PersonX realizes too late--none
oEffect,xIntent,PersonX realizes too late--none
oEffect,xIntent,PersonX realizes too late--none
oEffect,xIntent,PersonX thinks of a great solution--benefit from solution
oEffect,xIntent,PersonX likes the color--none
oEffect,xIntent,PersonX likes the color--none
oEffect,xIntent,PersonX likes the color--none
oEffect,xIntent,PersonX has run away--none
oEffect,xIntent,PersonX has run away--none
oEffect,xIntent,PersonX has run away--none
oEffect,xIntent,PersonX makes excuses--do not repeat the event
oEffect,xIntent,PersonX makes excuses--none
oEffect,xIntent,PersonX makes excuses--none
oEffect,xIntent,PersonX pulls PersonY over for speeding--receives a ticket
oEffect,xIntent,PersonX pulls PersonY over for speeding--has to pay a fine
oEffect,xIntent,PersonX asks to play--has to give an anwser
oEffect,xIntent,PersonX asks to play--thinks if they need to do anything else
oEffect,xIntent,PersonX takes PersonY a long time--gets into argument
oEffect,xIntent,PersonX takes PersonY a long time--rushes out
oEffect,xIntent,PersonX eventually healed--none
oEffect,xIntent,PersonX can not find a job--none
oEffect,xIntent,PersonX can not find a job--none
oEffect,xIntent,PersonX can not find a job--none
oEffect,xIntent,PersonX pays money--gets more money
oEffect,xIntent,PersonX pays money--has less stuff
oEffect,xIntent,PersonX pays money--receives money
oEffect,xIntent,PersonX pays money--puts money in register
oEffect,xIntent,PersonX talks about politics--receive appreciation for sharing personx stands
oEffect,xIntent,PersonX talks about politics--gives their opinion
oEffect,xIntent,PersonX feels very bad--none
oEffect,xIntent,PersonX feels very bad--none
oEffect,xIntent,PersonX feels a pain--none
oEffect,xIntent,PersonX sees the dentist--works on teeth
oEffect,xIntent,PersonX begins to hurt--none
oEffect,xIntent,PersonX begins to hurt--none
oEffect,xIntent,PersonX never told--yells
oEffect,xIntent,PersonX never told--gives punishment
oEffect,xIntent,PersonX never told--none
oEffect,xIntent,PersonX never told--none
oEffect,xIntent,PersonX gets engaged--smiles
oEffect,xIntent,PersonX makes any friends--have fun
oEffect,xIntent,PersonX stops drinking--none
oEffect,xIntent,PersonX stops drinking--none
oEffect,xIntent,PersonX stops drinking--none
oEffect,xIntent,PersonX gets cut--to angry
oEffect,xIntent,PersonX gets cut--to cut the vegetable
oEffect,xIntent,PersonX tastes amazing--finds new infromation
oEffect,xIntent,PersonX tastes amazing--finds new favorite taste
oEffect,xIntent,PersonX plays darts--gets screamd at
oEffect,xIntent,PersonX feels more comfortable--none
oEffect,xIntent,PersonX feels more comfortable--none
oEffect,xIntent,PersonX feels more comfortable--none
oEffect,xIntent,PersonX walks my dog--has less to do
oEffect,xIntent,PersonX puts the baby--falls asleep
oEffect,xIntent,PersonX puts the baby--cries
oEffect,xIntent,PersonX acts weird--eccentric
oEffect,xIntent,PersonX arranges a date--get into a new romantic relationship
oEffect,xIntent,PersonX has to throw it away--none
oEffect,xIntent,PersonX has to throw it away--none
oEffect,xIntent,PersonX has to throw it away--NO
oEffect,xIntent,PersonX has to throw it away--NO
oEffect,xIntent,PersonX has to throw it away--NO
oEffect,xIntent,PersonX has to throw it away--NO
oEffect,xIntent,PersonX goes bankrupt--Goes to court house.
oEffect,xIntent,PersonX goes bankrupt--none
oEffect,xIntent,PersonX takes the ball--lose the ball
oEffect,xIntent,PersonX takes the ball--lose the game
oEffect,xIntent,PersonX says thank you--smiles
oEffect,xIntent,PersonX says thank you--has to wash the dishes
oEffect,xIntent,PersonX thinks it was great--none
oEffect,xIntent,PersonX thinks it was great--none
oEffect,xIntent,PersonX thinks it was great--none
oEffect,xIntent,PersonX makes it to work--has less work they have to do
oEffect,xIntent,PersonX never eat--none
oEffect,xIntent,PersonX never eat--none
oEffect,xIntent,PersonX never eat--none
oEffect,xIntent,PersonX wears it to school--Becomes aroused
oEffect,xIntent,PersonX wears it to school--Laughs
oEffect,xIntent,PersonX has a drinking problem--affect the family
oEffect,xIntent,PersonX gets it repaired--calls to pick up
oEffect,xIntent,PersonX gets it repaired--gives shoes
oEffect,xIntent,PersonX feels lazy--none
oEffect,xIntent,PersonX feels lazy--none
oEffect,xIntent,PersonX feels weird--none
oEffect,xIntent,PersonX feels weird--none
oEffect,xIntent,PersonX feels weird--none
oEffect,xIntent,PersonX goes blind--none
oEffect,xIntent,PersonX goes blind--none
oEffect,xIntent,PersonX does not get the job--none
oEffect,xIntent,PersonX does not get the job--none
oEffect,xIntent,PersonX does not get the job--none
oEffect,xIntent,PersonX has gone bad--none
oEffect,xIntent,PersonX has gone bad--none
oEffect,xIntent,PersonX plays a song--receive new knowledge
oEffect,xIntent,PersonX plays a song--receive gratitude for praise
oEffect,xIntent,PersonX has two kids--none
oEffect,xIntent,PersonX has two kids--none
oEffect,xIntent,PersonX has two kids--none
oEffect,xIntent,PersonX can not find one--none
oEffect,xIntent,PersonX can not find one--none
oEffect,xIntent,PersonX is taking forever--have to wait
oEffect,xIntent,PersonX is taking forever--become impatient
oEffect,xIntent,PersonX is taking forever--Grows more impatient
oEffect,xIntent,PersonX continues playing--gets a headache
oEffect,xIntent,PersonX dies of cancer--cries
oEffect,xIntent,PersonX sees the new PersonY wars movie--gets nervous if the movie gets bad comments
oEffect,xIntent,PersonX changes color--gets yelled at
oEffect,xIntent,PersonX changes color--clean up commit
oEffect,xIntent,PersonX is bullied at school--gets in trouble
oEffect,xIntent,PersonX stops suddenly--none
oEffect,xIntent,PersonX stops suddenly--none
oEffect,xIntent,PersonX stops suddenly--none
oEffect,xIntent,PersonX is happily married--they get a house to live in
oEffect,xIntent,PersonX is happily married--receives support
oEffect,xIntent,PersonX is happily married--receives companionship
oEffect,xIntent,PersonX is the best of friends--talked each other
oEffect,xIntent,PersonX almost fell--none
oEffect,xIntent,PersonX almost fell--none
oEffect,xIntent,PersonX almost fell--none
oEffect,xIntent,PersonX is throwing a party--gets invited to party
oEffect,xIntent,PersonX is throwing a party--socializes
oEffect,xIntent,PersonX feels bad for it--none
oEffect,xIntent,PersonX feels bad for it--none
oEffect,xIntent,PersonX feels bad for it--none
oEffect,xIntent,PersonX is getting dirty--none
oEffect,xIntent,PersonX is getting dirty--none
oEffect,xIntent,PersonX can not find it anywhere--none
oEffect,xIntent,PersonX can not find it anywhere--none
oEffect,xIntent,PersonX gets it removed--none
oEffect,xIntent,PersonX gets it removed--none
oEffect,xIntent,PersonX gets it removed--none
oEffect,xIntent,PersonX makes it work--gets to use it
oEffect,xIntent,PersonX makes it work--continues with the plan
oEffect,xIntent,PersonX stays healthy--none
oEffect,xIntent,PersonX stays healthy--none
oEffect,xIntent,PersonX stays healthy--none
oEffect,xIntent,PersonX has food poisoning--none
oEffect,xIntent,PersonX has food poisoning--none
oEffect,xIntent,PersonX has food poisoning--none
oEffect,xIntent,PersonX tells my husband--Husband yells
oEffect,xIntent,PersonX tells my husband--get into trouble
oEffect,xIntent,PersonX tells my husband--get divorced
oEffect,xIntent,PersonX gets very tired--none
oEffect,xIntent,PersonX gets very tired--none
oEffect,xIntent,PersonX gets very tired--none
oEffect,xIntent,PersonX would n't budge--none
oEffect,xIntent,PersonX is playing with friends--laughs
oEffect,xIntent,PersonX is playing with friends--has fun
oEffect,xIntent,PersonX commits suicide--overeat due to sadness
oEffect,xIntent,PersonX misses the shot--none
oEffect,xIntent,PersonX misses the shot--none
oEffect,xIntent,PersonX misses the shot--none
oEffect,xIntent,PersonX joins a band--get excited
oEffect,xIntent,PersonX joins a band--gain new skill
oEffect,xIntent,PersonX joins a band--gain new knowledge
oEffect,xIntent,PersonX taps dance--People applaud person X.
oEffect,xIntent,PersonX taps dance--takes pictures
oEffect,xIntent,PersonX is getting a divorce--gets stressed
oEffect,xIntent,PersonX is cut short--get scolded for interrupting
oEffect,xIntent,PersonX is a bad cook--leave the building when the smoke alarm goes off
oEffect,xIntent,PersonX looks elsewhere--none
oEffect,xIntent,PersonX looks elsewhere--none
oEffect,xIntent,PersonX looks elsewhere--none
oEffect,xIntent,PersonX draws a picture--he's given a present
oEffect,xIntent,PersonX feels bad about it--none
oEffect,xIntent,PersonX feels bad about it--none
oEffect,xIntent,PersonX feels bad about it--none
oEffect,xIntent,PersonX spends too much--none
oEffect,xIntent,PersonX spends too much--none
oEffect,xIntent,PersonX spends too much--none
oEffect,xIntent,PersonX wastes money--none
oEffect,xIntent,PersonX wastes money--none
oEffect,xIntent,PersonX finds my wallet--doesn't worry about it
oEffect,xIntent,PersonX finds my wallet--none
oEffect,xIntent,PersonX finds my wallet--is gratefull
oEffect,xIntent,PersonX begs for food--purses lips
oEffect,xIntent,PersonX catches the thief--goes to jail
oEffect,xIntent,PersonX catches the thief--gets arrested
oEffect,xIntent,PersonX leaves food--none
oEffect,xIntent,PersonX feels frustrated--none
oEffect,xIntent,PersonX feels frustrated--none
oEffect,xIntent,PersonX makes candy--enjoys homemeade candy
oEffect,xIntent,PersonX makes candy--wants more
oEffect,xIntent,PersonX splashes water--get wet
oEffect,xIntent,PersonX splashes water--have salt in their hair from ocean water
oEffect,xIntent,PersonX crowds around--listens in
oEffect,xIntent,PersonX gets stolen--none
oEffect,xIntent,PersonX meets ___ at the park--socialization
oEffect,xIntent,PersonX meets ___ at the park--uses time
oEffect,xIntent,PersonX meets ___ at the park--make a new friend
oEffect,xIntent,PersonX meets ___ at the park--have shared interests to talk about
oEffect,xIntent,PersonX knocks ___ out cold--none
oEffect,xIntent,PersonX knocks ___ out cold--none
oEffect,xIntent,PersonX takes ___ out for dinner--conveys his appreciation
oEffect,xIntent,PersonX wraps ___ in a towel--Goes eat
oEffect,xIntent,PersonX wraps ___ in a towel--gets a physical need taken care of
oEffect,xIntent,PersonX sets ___ aside--none
oEffect,xIntent,PersonX sets ___ aside--none
oEffect,xIntent,PersonX evens bought ___--store has less inventory
oEffect,xIntent,PersonX gives ___ an ultimatum--gets excited and scared
oEffect,xIntent,PersonX thanks ___ afterwards--receives praise
oEffect,xIntent,PersonX thanks ___ afterwards--gains notice
oEffect,xIntent,PersonX leaves ___ for good--wants to show them the new town
oEffect,xIntent,PersonX gives the woman ___--are drying up
oEffect,xIntent,PersonX visits ___ in california--socializes
oEffect,xIntent,PersonX visits ___ in california--entertains
oEffect,xIntent,PersonX visits ___ in california--gets happy
oEffect,xIntent,PersonX visits ___ in california--has a good time
oEffect,xIntent,PersonX always wore ___--none
oEffect,xIntent,PersonX always wore ___--none
oEffect,xIntent,PersonX never eat ___ again--none
oEffect,xIntent,PersonX moves away ___--wants them to be safe
oEffect,xIntent,PersonX moves away ___--hopes they do well
oEffect,xIntent,PersonX gives everyone ___--says thank you
oEffect,xIntent,PersonX sees ___ that night--and then the fireworks go off that night
oEffect,xIntent,PersonX puts ___ in the toaster--eats the toast
oEffect,xIntent,PersonX spills ___ on the floor--none
oEffect,xIntent,PersonX spills ___ on the floor--yells
oEffect,xIntent,PersonX spills ___ on the floor--gets dirty from spilling
oEffect,xIntent,PersonX never received ___--none
oEffect,xIntent,PersonX never received ___--none
oEffect,xIntent,PersonX never eat ___--none
oEffect,xIntent,PersonX never told ___--none
oEffect,xIntent,PersonX never told ___--none
oEffect,xIntent,PersonX injures PersonY's leg--bleed
oEffect,xIntent,PersonX hears PersonY's music--is oblivious
oEffect,xIntent,PersonX hears PersonY's music--is relaxed
oEffect,xIntent,PersonX loves PersonY's girlfriend--none
oEffect,xIntent,PersonX loves PersonY's girlfriend--none
oEffect,xIntent,PersonX loves PersonY's girlfriend--none
oEffect,xIntent,PersonX finds PersonX's friends--is surprised
oEffect,xIntent,PersonX finds PersonX's friends--gets engaged in conversation
oEffect,xIntent,PersonX finds PersonX's friends--get asked questions
oEffect,xIntent,PersonX can not find PersonX's car keys--none
oEffect,xIntent,PersonX can not find PersonX's car keys--none
oEffect,xIntent,PersonX can not find PersonX's car keys--none
oEffect,xIntent,PersonX can not find PersonY's car keys--none
oEffect,xIntent,PersonX can not find PersonY's car keys--Runs late
oEffect,xIntent,PersonX leaves PersonX's book--none
oEffect,xIntent,PersonX leaves PersonX's book--none
oEffect,xIntent,PersonX sets PersonY's ___ on edge--has to do something to relax
oEffect,xIntent,PersonX sets PersonY's ___ on edge--yells at someone
oEffect,xIntent,PersonX lymph node ___--none
oEffect,xIntent,PersonX lymph node ___--none
oEffect,xIntent,PersonX suppresses the ___ by force--lose position
oEffect,xIntent,PersonX falls on PersonX's face--none
oEffect,xIntent,PersonX falls on PersonX's face--none
oEffect,xIntent,PersonX affects PersonY's interests--addresses interests
oEffect,xIntent,PersonX affects PersonY's interests--lose money
oEffect,xIntent,PersonX affects PersonY's interests--lose respect
oEffect,xIntent,PersonX affects PersonY's interests--none
oEffect,xIntent,PersonX springs to PersonX's feet--none
oEffect,xIntent,PersonX springs to PersonX's feet--none
oEffect,xIntent,PersonX loves PersonX's neighbor--none
oEffect,xIntent,PersonX loves PersonX's neighbor--Neighbor agrees to the date.
oEffect,xIntent,PersonX lives in PersonY environment--shares things with roomate
oEffect,xIntent,PersonX lives in PersonY environment--cuts down living cost
oEffect,xIntent,PersonX enforces this ___ by legislation--may take actions to be in compliance with this legislation
oEffect,xIntent,PersonX makes PersonY's look--are venerated and empowered
oEffect,xIntent,PersonX sees PersonY's children--got gifts
oEffect,xIntent,PersonX goes with PersonY's friends--converses
oEffect,xIntent,PersonX goes with PersonY's friends--gets tired
oEffect,xIntent,PersonX goes with PersonY's friends--make a new friend
oEffect,xIntent,PersonX turns and looked at PersonY--Jump sin reflex
oEffect,xIntent,PersonX turns and looked at PersonY--looks away
oEffect,xIntent,PersonX turns and looked at PersonY--hears him speak
oEffect,xIntent,PersonX catches PersonY's eyes--get kiss from boy
oEffect,xIntent,PersonX catches PersonY's eyes--be enjoy with boy
oEffect,xIntent,PersonX goes PersonY's way--is engaged in conversation
oEffect,xIntent,PersonX wastes PersonY's time--asks to leave
oEffect,xIntent,PersonX wraps ___ around PersonY's waist--takes towel
oEffect,xIntent,PersonX keeps PersonY's hand--gets pulled
oEffect,xIntent,PersonX feels so bad for PersonY--none
oEffect,xIntent,PersonX feels so bad for PersonY--none
oEffect,xIntent,PersonX feels so bad for PersonY--none
oEffect,xIntent,PersonX covers PersonY's ears--looks away
oEffect,xIntent,PersonX slams ___ behind PersonY--gets angry
oEffect,xIntent,PersonX makes like a tree and leave--avoid the air polution
oEffect,xIntent,PersonX loses PersonX's cool--stops pushing it
oEffect,xIntent,PersonX loses PersonX's cool--learns a lesson about morals
oEffect,xIntent,PersonX throws PersonX's toys out of the pram--none
oEffect,xIntent,PersonX throws PersonX's toys out of the pram--must pick up toys
oEffect,xIntent,PersonX throws PersonX's toys out of the pram--must clean up toys
oEffect,xIntent,PersonX means the world to ___--loves someone
oEffect,xIntent,PersonX means the world to ___--gets in a relationship
oEffect,xIntent,PersonX makes peace--live longer
oEffect,xIntent,PersonX makes peace--have no fear anymore
oEffect,xIntent,PersonX knocks out of the box--become surprised
oEffect,xIntent,PersonX knocks out of the box--claps hands
oEffect,xIntent,PersonX skips a beat--Is on a pedestal
oEffect,xIntent,PersonX takes PersonY's head off--gets mad
oEffect,xIntent,PersonX takes PersonY's head off--argues
oEffect,xIntent,PersonX takes PersonY's head off--dies
oEffect,xIntent,PersonX makes PersonY comment--speaks
oEffect,xIntent,PersonX makes PersonY comment--says what they are thinking
oEffect,xIntent,PersonX makes PersonY comment--refuses
oEffect,xIntent,PersonX resists PersonY attempt--is punched by PersonX
oEffect,xIntent,PersonX resists PersonY attempt--stops attempting
oEffect,xIntent,PersonX resists PersonY attempt--Doesn't like
oEffect,xIntent,PersonX resists PersonY attempt--Stays away
oEffect,xIntent,PersonX invites PersonY to take--get help
oEffect,xIntent,PersonX finds PersonY opening--becomes thankful
oEffect,xIntent,PersonX finds PersonY opening--become curious
oEffect,xIntent,PersonX gives PersonY a heart--someone gets to live
oEffect,xIntent,PersonX gives PersonY a heart--a person can do things
oEffect,xIntent,PersonX uses PersonY process--goes to trial
oEffect,xIntent,PersonX uses PersonY process--gets compensation
oEffect,xIntent,PersonX confronts PersonX's boss--becomes angry
oEffect,xIntent,PersonX can n't find PersonX's wallet--none
oEffect,xIntent,PersonX can n't find PersonX's wallet--none
oEffect,xIntent,PersonX loses PersonY's purse--finds purse
oEffect,xIntent,PersonX loses PersonY's purse--gets mad
oEffect,xIntent,PersonX loses PersonY's purse--losses things in purse
oEffect,xIntent,PersonX loses PersonY's purse--gets shocked
oEffect,xIntent,PersonX loses PersonY's purse--yells
oEffect,xIntent,PersonX loses PersonY's purse--screams
oEffect,xIntent,PersonX takes PersonX's driving test--thinks about their grade
oEffect,xIntent,PersonX feels satisfied with PersonX's work--none
oEffect,xIntent,PersonX feels satisfied with PersonX's work--none
oEffect,xIntent,PersonX eventually got married--Dream came true
oEffect,xIntent,PersonX eventually got married--has children
oEffect,xIntent,PersonX eventually got married--move in together
oEffect,xIntent,PersonX starts a new school--meet new friends
oEffect,xIntent,PersonX is best friends for years--has someone to help with school work
oEffect,xIntent,PersonX tells PersonY how PersonZ felt--some person laugh
oEffect,xIntent,PersonX tells PersonY how PersonZ felt--some person feel
oEffect,xIntent,PersonX makes PersonY feel sick--wants to leave
oEffect,xIntent,PersonX makes PersonY feel sick--none
oEffect,xIntent,PersonX takes ___ to the shoe store--buy some footwear
oEffect,xIntent,PersonX gets tired--none
oEffect,xIntent,PersonX leaves food out--none
oEffect,xIntent,PersonX leaves food out--none
oEffect,xIntent,PersonX learns to surf--make money giving surfing lessons.
oEffect,xIntent,PersonX is no longer nervous--the girl says yes to the invitaion
oEffect,xIntent,PersonX is no longer nervous--people fall asleep during his part in the play
oEffect,xIntent,PersonX has to get a job--receives application
oEffect,xIntent,PersonX does this every day--meet the anther friends
oEffect,xIntent,PersonX does this every day--eat the lunch
oEffect,xIntent,PersonX is caught and arrested--none
oEffect,xIntent,PersonX gets tired of it--none
oEffect,xIntent,PersonX gets tired of it--none
oEffect,xIntent,PersonX gets tired of it--none
oEffect,xIntent,PersonX gets cancer--none
oEffect,xIntent,PersonX gets cancer--none
oEffect,xIntent,PersonX gets cancer--none
oEffect,xIntent,PersonX is getting sick--none
oEffect,xIntent,PersonX is getting sick--none
oEffect,xIntent,PersonX always lost--none
oEffect,xIntent,PersonX always lost--none
oEffect,xIntent,PersonX keeps score--has someone to keep track
oEffect,xIntent,PersonX keeps score--wants to win
oEffect,xIntent,PersonX buys ___ for cheap--makes a sell
oEffect,xIntent,PersonX buys ___ for cheap--cashes in a check
oEffect,xIntent,PersonX breaks ___ day--none
oEffect,xIntent,PersonX breaks ___ day--none
oEffect,xIntent,PersonX breaks ___ day--is asked for help
oEffect,xIntent,PersonX keeps ___ up all night--loses energy
oEffect,xIntent,PersonX keeps ___ up all night--falls asleep
oEffect,xIntent,PersonX keeps ___ up all night--gets fatigued
oEffect,xIntent,PersonX gives ___ to my friend--smiles
oEffect,xIntent,PersonX gives ___ to my friend--smiles
oEffect,xIntent,PersonX leaves PersonY's book--are upset
oEffect,xIntent,PersonX leaves PersonY's book--are angry
oEffect,xIntent,PersonX adapts ___ to conditions--Gain more success and profit along with the group
oEffect,xIntent,PersonX protects the patient 's ___--has good skin
oEffect,xIntent,PersonX protects the patient 's ___--The patient keeps their secret.
oEffect,xIntent,PersonX protects the patient 's ___--smiles
oEffect,xIntent,PersonX plays a ___ in the creation--get to experience the creation
oEffect,xIntent,PersonX settles PersonX's ___ by means--gives thanks
oEffect,xIntent,PersonX settles PersonX's ___ by means--returns the favor
oEffect,xIntent,PersonX holds ___ with PersonX's forms--understands them
oEffect,xIntent,PersonX saves PersonY's ___ from PersonZ's sins--go to heaven
oEffect,xIntent,PersonX saves PersonY's ___ from PersonZ's sins--repent
oEffect,xIntent,PersonX saves PersonY's ___ from PersonZ's sins--gets saved
oEffect,xIntent,PersonX saves PersonY's ___ from PersonZ's sins--none
oEffect,xIntent,PersonX holds the ___ in PersonY's hands--is responsible
oEffect,xIntent,PersonX holds the ___ in PersonY's hands--is important
oEffect,xIntent,PersonX suits PersonX's convenience--has an easier time
oEffect,xIntent,PersonX suits PersonX's convenience--has less to do
oEffect,xIntent,PersonX suits PersonX's convenience--helps them do something
oEffect,xIntent,PersonX suits PersonX's convenience--gives them the ability to to what they want
oEffect,xIntent,PersonX fights PersonY's battle--sighs in relief
oEffect,xIntent,PersonX loses PersonX's character--none
oEffect,xIntent,PersonX holds in PersonY's hands--attain appreciate
oEffect,xIntent,PersonX defeats PersonX's purpose--none
oEffect,xIntent,PersonX defeats PersonX's purpose--none
oEffect,xIntent,PersonX gives birth to a PersonY--receives name
oEffect,xIntent,PersonX gives birth to a PersonY--goes home
oEffect,xIntent,PersonX answers PersonY's letter--has to open the correspondence
oEffect,xIntent,PersonX finds PersonY's wallet--none
oEffect,xIntent,PersonX finds PersonY's wallet--has to pay reward
oEffect,xIntent,PersonX plays ___ together--takes a position
oEffect,xIntent,PersonX reaches into PersonY's pocket--feels uncomfortable
oEffect,xIntent,PersonX reaches into PersonY's pocket--is hurt
oEffect,xIntent,PersonX reaches into PersonY's pocket--jumps away
oEffect,xIntent,PersonX reaches into PersonY's pocket--gets a confused look
oEffect,xIntent,PersonX means nothing to PersonY--ignores a phone call
oEffect,xIntent,PersonX means nothing to PersonY--leaves somewhere
oEffect,xIntent,PersonX makes PersonY feel--blushes
oEffect,xIntent,PersonX makes PersonY feel--smiles
oEffect,xIntent,PersonX picks PersonY up from the airport--could meet a long lost friend
oEffect,xIntent,PersonX says a word to PersonY--they are ready
