input_text	target_text	score	type	prefix
PersonX feel hopeless	PersonY look tired	0.9009715914726256	head	oReact
PersonX be old	PersonX be the love of life	0.5195012092590332	head	xEffect
PersonX have no right	PersonY be up	0.8798388838768005	tail	oReact
we all enjoy we meal	PersonY be happy	0.9772375226020812	tail	oReact
PersonX see PersonY	PersonX be not really fine	0.9157165288925172	head	xReact
PersonX come out	PersonY may be ok	0.6175299882888794	new	oWant
we should fall in heat	PersonY day of victory dawn	0.6547937989234924	new	oWant
we lose sight of they	PersonY turn into street	0.8131697773933411	new	oWant
PersonX be find	PersonY need not be surprise	0.9640276432037354	new	oReact
PersonX move PersonX arm	PersonX be awesome	0.7099048495292664	head	xEffect
PersonX come from sampa	PersonY be a proper house	0.5309698581695557	new	oEffect
PersonX beat the game	PersonX be gon na have fun	0.8591160774230957	head	xAttr
PersonX eat dinner	PersonX be sorry	0.8740159273147583	head	xEffect
PersonX want PersonY	PersonY be a great spot	0.5060928463935852	head	oWant
PersonX fall to knee	PersonX tumble backwards	0.9090616106987	head	xEffect
PersonX make a mistake	PersonY destroy my marriage	0.8030159473419191	new	oWant
PersonX take PersonX money	PersonX be bear	0.7116417884826659	head	xIntent
now PersonX be sad	PersonY really want	0.6855740547180176	new	oWant
PersonX enter my office	PersonX have be wait	0.8732050061225891	head	xAttr
it be degree	PersonY would have prefer	0.6559709310531616	new	oWant
PersonX be go to throw up	PersonX be so full	0.8384658694267273	head	xAttr
PersonX will never see PersonY again	PersonX wife will be dead	0.8153244853019714	new	xIntent
PersonX have a company	PersonY be so	0.8873556852340698	new	oReact
's cover PersonX mouth	PersonY come home	0.8956414461135864	tail	oWant
PersonX take PersonY	PersonX hold PersonY in arm	0.827600359916687	head	xEffect
PersonX be at home	PersonX be happy	0.910813808441162	tail	xEffect
that settle it	PersonY thing be decide	0.518035888671875	new	oEffect
PersonX see a suspect in building	PersonX wait in car	0.8192398548126221	tail	xWant
PersonX get a letter	PersonX be clean	0.9322299957275392	head	xReact
PersonX eye be bright	PersonY be a touch of color	0.8392519950866699	new	oEffect
PersonX would have by now	PersonX be go to materialize	0.8280659914016724	new	xNeed
PersonX be in ontario	PersonX have one	0.8138577342033386	tail	xIntent
PersonX be old	PersonY opera be successful	0.7529138922691345	head	oWant
PersonX become aware	PersonX be on PersonX own	0.65365070104599	head	xEffect
PersonX be truck driver	PersonX live alone	0.6826561093330383	tail	xEffect
the movement become	PersonY all be still	0.8202510476112366	new	oWant
PersonX want to eat	PersonX be marry	0.9770593047142028	head	xEffect
PersonX be nervous	PersonX be safe	0.5419145226478577	head	xReact
PersonX want PersonY	PersonY be PersonY life	0.9960921406745912	head	oReact
PersonX be happy to night	PersonX be tired	0.8677564859390259	tail	xReact
PersonX cry with joy	PersonX be innocent	0.9528781771659852	head	xAttr
we walk in afternoon	PersonY be very busy	0.6550961136817932	new	oEffect
PersonX still want to walk	PersonY be upto	0.6216817498207092	new	oEffect
PersonX find a great one	PersonY have something	0.8011270761489868	tail	oEffect
it be south	PersonY we be actually deal with climate	0.6940946578979492	new	oEffect
PersonX make PersonY decision	PersonX woukfa quit	0.628128170967102	head	xEffect
PersonX feed they	PersonY be very jealous of they	0.5926075577735901	new	oEffect
PersonX go to house	PersonX have get it in bag	0.8457469344139099	head	xEffect
PersonX ask PersonX	PersonX be a new boy	0.9003263711929321	head	xAttr
PersonX put down a mil one of these	PersonX find out	0.6696420907974243	tail	xEffect
PersonX be very naive	PersonX be the quiet kid	0.5687500238418579	new	xNeed
PersonX ask PersonX sister	PersonX be scared	0.9338730573654176	head	xIntent
PersonX will be ok	PersonX be use	0.907826840877533	tail	xAttr
PersonX just drive along	PersonX be oblivious to thing	0.6935699582099915	new	xEffect
PersonX go day	PersonX little boy be bear	0.5681130290031433	head	xNeed
PersonX would go back to behavior	PersonY it evolve into murder	0.765014111995697	new	oEffect
PersonX give PersonY	PersonX be a good shot	0.664722740650177	head	xIntent
they be pretty open	PersonY would not need one	0.5456533432006836	new	oWant
PersonX climb the mountain	PersonX could see	0.5537307858467102	head	xNeed
PersonX be a white PersonY	PersonY be interested	0.914101779460907	tail	oWant
PersonX will help	PersonY be PersonX fault	0.9158450961112976	head	oReact
PersonX have day	PersonX just wan na binge watch	0.8909415006637573	head	xEffect
it be not crowd	PersonY ambiance be wonderful	0.902843713760376	new	oWant
it be mess up	PersonY reserve the right amend this	0.844115674495697	new	oEffect
we will meet	PersonY have not be in age	0.7279432415962219	new	oEffect
we fail to roll back PersonX aggression	PersonY set great store on need	0.8246692419052124	new	oWant
PersonX try to end the cycle of neglect	PersonY hit PersonX with neglect	0.5038435459136963	new	oWant
staff be very nice	PersonY food be good again	0.6860344409942627	new	oReact
PersonX love my dad	PersonX be serious	0.8858797550201416	head	xAttr
PersonX be marry	PersonX marry i	0.8917450904846191	tail	xWant
PersonX get a interior decorator	PersonX take the money	0.6873468160629272	tail	xWant
PersonX be give everything	PersonX be more christmassy than anybody	0.7604895234107971	new	xReact
PersonX be lie right	PersonX be catch	0.7580442428588867	tail	xReact
PersonX be old	PersonX be sore	0.7092679738998413	head	xWant
maybe there be PersonX there	PersonY be watch we	0.5294965505599976	new	oEffect
we will take it from there	PersonY want you run this back to boss	0.8321866393089294	new	oEffect
PersonX play everyday	PersonX be here from sweden	0.9366875290870668	head	xAttr
PersonX arrive home	PersonX get my food	0.6289532780647278	head	xNeed
PersonX make dinner	PersonX be sure	0.6350164413452148	head	xReact
PersonX suffocate PersonY	PersonY be in my head	0.9492539167404176	new	oReact
PersonX miss stuff	PersonX be sure	0.8428452014923096	tail	xAttr
the puppy be okay	PersonY be wrong	0.5679794549942017	tail	oWant
PersonX sit with child	PersonY come away	0.5361132025718689	new	oEffect
PersonX be old	PersonX have be a fan of hers	0.8042175769805908	head	xWant
PersonX have a problem with alcohol	PersonX need help	0.9148634672164916	tail	xNeed
ye shall eat PersonX fill	PersonY land shall yield she fruit	0.8087192177772522	new	oEffect
some be atheists	PersonY be true	0.6616495847702026	new	oEffect
PersonX run into lady	PersonX go to wedding	0.9540395140647888	tail	xWant
PersonX meet PersonY	PersonY have be a ongoing thing	0.855473518371582	head	oReact
PersonX be get sick	PersonX be fine	0.933058261871338	head	xWant
PersonX change PersonX mind	PersonY need to be in a home	0.7915156483650208	head	oReact
PersonX see PersonY for time	PersonX return to thee	0.8745668530464172	head	xWant
PersonX be ready	PersonX accept that	0.7381872534751892	new	xWant
PersonX take a seat	PersonX be offer a beverage	0.6043793559074402	head	xEffect
none of asshole will help PersonX up	PersonY feel down	0.8041085004806519	new	oWant
hot girl get into party	PersonY can see that	0.62306147813797	new	oWant
PersonX will want to hit the ground running	PersonY be sure	0.9637085795402528	tail	oReact
the crew member be award four point	PersonY ' battery bring down a enemy aircraft	0.8532660603523254	new	oWant
every snowflake be like a little white bee	PersonY snow be fall again	0.5213638544082642	new	oEffect
we come here on friday	PersonY be not pack	0.8446651697158813	new	oReact
PersonX like PersonY hair	PersonY be pretty cute	0.9862326383590698	head	oReact
PersonX have day	PersonX walk out	0.6293387413024902	head	xAttr
PersonX be grateful	PersonX be confuse	0.6480644345283508	tail	xAttr
PersonX want PersonY	PersonY come over	0.7509081959724426	head	oEffect
PersonX want PersonY	PersonY be on call	0.7613802552223206	head	oReact
the god of kerlistians lie	PersonY go back to people	0.5154092907905579	new	oEffect
PersonX have be look to get one of these	PersonX be ready	0.5806499719619751	tail	xReact
they quote PersonX $	PersonY set up a time for they	0.8771287798881531	new	oEffect
PersonX still love PersonY	PersonX be not sure	0.6705949902534485	head	xReact
PersonX get so angry	PersonX be glad	0.5218701362609863	head	xIntent
PersonX run a red light	PersonY be old	0.7526941895484924	head	oReact
PersonX turn right	PersonX be go to be walk street	0.8763428330421448	head	xIntent
PersonX be no scholar	PersonY be at ease	0.9866163730621338	tail	oReact
PersonX feel amazing	PersonX be wear frozen underwear now	0.9586400985717772	head	xNeed
PersonX eat a food	PersonX need to fix it	0.9771829843521118	head	xNeed
it virtually guarantee	PersonY have be wait for this to happen	0.8039242029190063	new	oEffect
PersonX find tooth mark on board	PersonX wake up	0.8686785101890564	tail	xEffect
this be a chain	PersonY have one in vegas	0.6763262152671814	new	oWant
PersonX eat here often	PersonY be a hit	0.5123156905174255	new	oEffect
el rinc n have 60 house	PersonY truck bring 1,850 gallon of water	0.6889493465423584	new	oEffect
PersonX file a complaint	PersonY could spend the rest of life	0.6185876727104187	head	oWant
PersonX throw it with spin	PersonY come back	0.7256554961204529	tail	oWant
the staff be fabulous	PersonY be very friendly	0.8442486524581909	new	oEffect
PersonX run fast	PersonX can not play	0.917521357536316	head	xEffect
PersonX would ask	PersonY would give PersonX a big hug	0.689612090587616	new	oEffect
pepper spray be from point-blank range	PersonY be nowhere painful	0.538796067237854	new	oEffect
the wall of house seem to hold PersonX shadow	PersonY be there	0.6590171456336975	new	oReact
PersonX will not go to office	PersonY be fine	0.9881296157836914	tail	oReact
corner PersonX could see	PersonY we speak for moment	0.7561971545219421	new	oEffect
PersonX read PersonY book	PersonY ask PersonX	0.9424569010734558	head	oEffect
PersonX be sick in head	PersonY have win this argument	0.9224225282669068	new	oWant
PersonX be old	PersonX never see she	0.5103969573974609	head	xEffect
the case might be	PersonY annual tenure of office shorten	0.6198188066482544	new	oReact
PersonX could not place PersonY	PersonX hear the maid gab	0.7545437812805176	new	xEffect
PersonX sit in room	PersonX be good	0.8822906017303467	head	xAttr
PersonX try my best	PersonX be hungry	0.794265627861023	head	xWant
PersonX work day	PersonX get home	0.8016694188117981	head	xNeed
PersonX move into neighborhood	PersonY have a repeat offender with remorse	0.7664294838905334	new	oEffect
PersonX take my food	PersonX wait about minute	0.6074735522270203	head	xReact
PersonX leave school at age	PersonX be old	0.8804208636283875	tail	xReact
PersonX be transport	PersonX go into house	0.9626985788345336	tail	xWant
it be sad	PersonY you learn it	0.6938855051994324	new	oEffect
the bullet have strike PersonX in shoulder	PersonY be down	0.9077467918395996	tail	oReact
several day would elapse	PersonY should be miss	0.8411856889724731	new	oWant
PersonX want to see PersonX	PersonX look at he	0.8138651847839355	head	xNeed
PersonX butter a spider toast morning	PersonX be upset	0.8910492658615112	tail	xAttr
he/she forgive PersonX in day	PersonY consider to forgive steve for something	0.654791533946991	new	oEffect
PersonX move out	PersonY it be	0.6473783254623413	new	oEffect
PersonX have tattoo	PersonX turn away party	0.7153068780899048	new	xWant
life be ephemeral	PersonY be inevitable	0.658261775970459	new	oWant
PersonX have day	PersonX be a guy	0.8556685447692871	head	xReact
PersonX be seldom at home	PersonY place look	0.6943802833557129	new	oEffect
PersonX be ride PersonX bike	PersonX be further the block	0.9729027748107908	head	xWant
PersonX will not get one	PersonX keep up	0.5698615312576294	new	xIntent
PersonX be old	PersonX be in love	0.9351143836975098	head	xWant
PersonX go to house	PersonX love it	0.8529438376426697	head	xWant
PersonX go there ago	PersonY be dope see	0.6334824562072754	new	oWant
we arrive at tonight	PersonY be completely empty	0.6257416605949402	new	oEffect
PersonX have a play ready	PersonX be halfway through it	0.7332757115364075	new	xAttr
PersonX send PersonY	PersonY be much oblige to PersonX	0.8853417038917542	head	oEffect
these be distinct species	PersonY variability of ape be so extensive	0.5483756065368652	new	oWant
PersonX have day	PersonX be right	0.9758456349372864	head	xAttr
we wait a little	PersonY better it would be	0.6421443819999695	new	oEffect
PersonX will get back to PersonY	PersonX be busy	0.5431905388832092	tail	xAttr
PersonX call PersonY by name	PersonX can not help	0.7299693822860718	head	xEffect
one be pai y n sh	PersonY third be liang y n tung	0.6719345450401306	new	oEffect
PersonX would see	PersonY marry mikael	0.6438664793968201	new	oEffect
PersonX take PersonY	PersonY be PersonX possession	0.6652516722679138	head	oReact
PersonX get teacher 's credential	PersonX take some time off	0.6864762306213379	tail	xNeed
everything be set up perfectly	PersonY show up	0.8804948329925537	tail	oWant
PersonX could use the bathroom	PersonX ask she	0.7708788514137268	tail	xWant
PersonX hold PersonY hand	PersonY be on this couch	0.9473002552986144	head	oWant
PersonX have lose it	PersonX be a woman	0.9897719025611876	tail	xAttr
we be still get	PersonY be ago	0.7974965572357178	new	oEffect
PersonX have tomorrow	PersonX be fine	0.8403003215789795	head	xReact
PersonX invite PersonY	PersonY could make a impression on community	0.8111612796783447	head	oEffect
PersonX try to make	PersonX be deal a bad hand	0.8801311254501343	new	xIntent
PersonX can help in way	PersonX be not sure	0.7178781032562256	new	xEffect
beatty 's marriage be fail disastrously at time	PersonY result be to be a decade-long love affair	0.6499767899513245	new	oWant
PersonX will find trouble	PersonX keep go	0.6023467183113098	tail	xEffect
PersonX come home	PersonX have be cruelly use	0.8230444192886353	head	xReact
PersonX can not afford to lose PersonY	PersonY all lose PersonY	0.6467227935791016	new	oWant
PersonX love PersonY much	PersonX be grateful for all	0.939367175102234	head	xAttr
PersonX be not sure	PersonX be on a phone	0.5482379794120789	new	xEffect
PersonX read this right	PersonX finish it	0.9138553142547609	tail	xIntent
PersonX see PersonY car	PersonX be go to event	0.6931498646736145	head	xWant
it be a prequel	PersonY be make	0.8734458684921265	tail	oWant
PersonX would test positive for meth	PersonX be afraid	0.9641289114952089	tail	xAttr
PersonX believe any of these	PersonX be not sure	0.6052650809288025	tail	xReact
PersonX go to house	PersonX be invite	0.7863436341285706	head	xNeed
PersonX be crazy enough	PersonY horse be not	0.8399876356124878	new	oWant
PersonX die without issue	PersonX ash be scatter into ocean	0.961201012134552	head	xAttr
'cause PersonX want	PersonY love you	0.5413163304328918	tail	oWant
PersonX understand PersonY feeling	PersonY be very young	0.936553955078125	head	oReact
PersonX be call out	PersonX be lie	0.7316958904266357	new	xReact
there be power for month	PersonY disconnect it	0.6522923707962036	new	oWant
PersonX be right	PersonX can accept my fate	0.921163022518158	new	xWant
PersonX watch they with interest	PersonY be something new to PersonX	0.6655691862106323	new	oEffect
PersonX stand trial	PersonY konopka spend month at institute	0.8750675916671753	head	oWant
